state_code,city,name,category_code,status,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,acq/closed
CA,San Francisco,Fluther,web,acquired,1/1/2007,,9/21/2009,9/21/2009,2.7233,2.7233,0.9151,6.3096,5,1,600000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,1
CT,Bloomfield,Pocket Communications Northeast,mobile,closed,1/1/2006,1/1/2012,11/1/2008,2/20/2009,2.8356,3.1397,3.3781,3.7753,0,2,125000000,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0
CA,Santa Monica,Goodreads,web,acquired,1/15/2007,,11/1/2007,12/9/2009,0.7945,2.9014,3.0493,6.5233,11,2,2750000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1,1
CA,Santa Clara,Woven Systems,network_hosting,acquired,1/1/2003,,12/1/2005,9/25/2007,2.9178,4.7342,3.055353048,4.754422568,1,2,30000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,1
CA,Milpitas,Kolorific,semiconductor,closed,1/1/2003,7/7/2012,1/5/2007,1/5/2007,4.0137,4.0137,3.055353048,4.754422568,0,1,7000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
CA,Menlo Park,Krugle,search,acquired,1/1/2006,,5/31/2006,5/31/2006,0.411,0.411,0,2.5342,10,1,6100000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,1,1
CA,San Diego,Flud,enterprise,closed,10/1/2010,8/8/2013,4/13/2011,9/1/2012,0.5315,1.9205,2.2548,2.9781,12,3,2100000,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,4,1,0
CA,San Francisco,Chomp,mobile,acquired,9/9/2009,,11/1/2009,3/11/2010,0.1452,0.5014,0.4959,3.011,10,2,2565000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3.5,1,1
CA,Burlingame,Origen Therapeutics,biotech,closed,1/1/1997,8/3/2012,10/3/2007,10/3/2007,10.7589,10.7589,3.055353048,4.754422568,0,1,2000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NC,Raleigh,Inlet Technologies,network_hosting,acquired,1/1/2003,,7/26/2005,9/8/2008,2.5671,5.6904,2.0027,2.0027,3,3,22400000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,3.6667,1,1
NY,New York,ShopWiki,ecommerce,acquired,6/1/2005,,7/1/2006,7/1/2006,1.0822,1.0822,6.0027,6.0027,12,1,6250000,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
NY,New York,Fondu,web,acquired,2/1/2010,,11/1/2011,11/1/2011,1.7479,1.7479,1,2.1096,4,1,575000,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,1
MA,Somerville,Loudcaster,web,closed,8/1/2009,1/1/2012,8/1/2009,3/1/2010,0,0.5808,0,0,1,2,53000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
CA,Redwood City,TwoFish,ecommerce,acquired,1/1/2006,,12/1/2006,10/10/2008,0.9151,2.7753,3.0027,3.6466,6,2,9500000,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2.5,1,1
TX,Austin,Workstreamer,enterprise,closed,10/1/2009,6/1/2013,1/1/2009,7/27/2010,-0.7479,0.8192,-1.7507,0.2521,7,2,3500000,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
NY,New York,Qwiki,photo_video,acquired,10/1/2009,,7/10/2010,3/31/2011,0.7726,1.4959,-0.5863,3.7534,14,3,10500000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,6.3333,1,1
CA,Fremont,Redwood Systems,cleantech,acquired,1/1/2008,,10/3/2008,5/30/2012,0.7562,4.4137,2.7836,4.0027,14,4,34250000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.25,1,1
MA,Waltham,Artisan Pharma,biotech,acquired,1/1/2006,,9/6/2006,7/20/2010,0.6795,4.5507,3.055353048,4.754422568,2,5,85381111,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,4.6667,1,1
MD,Timonium,Bill Me Later,web,acquired,1/1/2000,,3/1/2006,12/1/2007,6.1671,7.9205,8.0055,11.2548,6,3,100000000,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.5,1,1
PA,Pittsburgh,Bueda,advertising,closed,1/4/2009,6/1/2013,1/1/2008,7/1/2010,-1.011,1.4877,0.4055,1.3205,3,2,125000,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0
VA,Reston,Defywire,mobile,closed,1/1/2003,5/1/2008,4/26/2005,3/27/2007,2.3178,4.2356,-0.3342,-0.3342,2,2,10600000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,0
CA,Fremont,Silicon Clocks,semiconductor,acquired,1/1/2004,,6/2/2006,6/8/2009,2.4192,5.4384,2.0027,2.0027,2,3,26100000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3.5,1,1
NY,New York,TheMarkets,web,acquired,1/1/2000,,7/12/2007,7/12/2007,7.5315,7.5315,10.7342,10.7342,2,1,30000000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,1
IL,Chicago,Netgamix Inc,games_video,closed,9/24/2010,4/3/2012,10/15/2011,7/1/2012,1.0575,1.7699,1.0301,1.1123,6,3,132885,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
CA,Santa Clara,Sentrigo,software,acquired,10/1/2006,,5/8/2007,12/21/2010,0.6,4.2247,-0.7479,4.4767,9,3,9500000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1
CA,Palo Alto,Netli,network_hosting,acquired,1/1/2000,,2/13/2006,2/13/2006,6.1233,6.1233,6.0055,6.0055,9,1,18000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,1,1
OH,Cincinnati,Define My Style,web,closed,2/1/2010,1/1/2012,12/2/2011,12/2/2011,1.8329,1.8329,1.7479,1.7479,4,1,690000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0
GA,Atlanta,Firethorn,mobile,acquired,1/1/2001,,3/1/2006,1/2/2007,5.1644,6.0055,3.055353048,4.754422568,1,3,25131611,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1
CA,San Jose,Wellcore,hardware,closed,1/1/2007,7/1/2013,7/12/2010,7/12/2010,3.5288,3.5288,3.055353048,4.754422568,1,1,2000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
MA,Cambridge,Taligen Therapeutics,biotech,acquired,1/1/2004,,8/1/2005,8/23/2010,1.5836,6.6466,5.0055,7.0877,4,3,78750000,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3.5,1,1
CA,San Mateo,Adap.tv,advertising,acquired,11/1/2006,,2/1/2007,3/28/2011,0.2521,4.4055,3.3151,6.7918,27,5,48500000,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,2.5,1,1
CA,San Francisco,Current Media,network_hosting,closed,1/1/2005,8/20/2013,7/29/2005,7/29/2005,0.5726,0.5726,5.1671,8.0082,12,1,15000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0
CA,Campbell,ParAccel,analytics,acquired,1/1/2007,,12/10/2007,4/25/2012,0.9397,5.3178,3.055353048,4.754422568,13,5,74000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,5.3333,1,1
CA,San Francisco,Arch Rock Corporation,software,acquired,1/1/2005,,10/1/2005,5/2/2007,0.7479,2.3315,2,2,6,2,15000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,1
NY,New York,SpiralFrog,games_video,closed,1/1/2004,3/20/2009,1/1/2006,12/1/2007,2.0027,3.9178,3.0027,5.2192,8,3,45000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
CA,Santa Clara,Plusmo,mobile,acquired,6/1/2006,,5/1/2008,5/1/2008,1.9178,1.9178,2.0027,2.0027,4,1,4410000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
VA,Sterling,ZipList,web,acquired,1/1/2010,,1/1/2010,11/24/2010,0,0.8959,2,2.6767,9,2,4500000,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1
CA,San Francisco,Involver,software,acquired,1/1/2007,,9/2/2008,10/14/2010,1.6712,3.7863,4.6685,5.6849,11,3,11040000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.5,1,1
CA,San Francisco,Lionside,games_video,acquired,1/1/2009,,11/19/2010,11/19/2010,1.8822,1.8822,1.3288,2.9479,6,1,1600000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,1
NY,New York,Game Trust,software,acquired,1/1/2002,,6/1/2005,11/15/2005,3.4164,3.874,7.7534,7.7534,3,2,9000000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,1,1
CA,San Mateo,Nearbuy Systems,analytics,acquired,4/1/2010,,7/21/2011,11/23/2012,1.3041,2.6493,0,3.6767,4,3,3282327,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1
CA,Foster City,Visible Path,web,acquired,1/1/2002,,3/1/2006,3/1/2006,4.1644,4.1644,5.5836,11.3918,5,2,24700000,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,1
GA,Atlanta,VT Silicon,semiconductor,closed,1/1/2002,9/20/2010,9/12/2007,11/19/2008,5.6986,6.8877,3.055353048,4.754422568,2,2,8800000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0
CA,Los Angeles,GetBack,web,closed,9/1/2007,11/22/2010,11/6/2008,11/6/2008,1.1836,1.1836,0.9178,0.9178,1,1,1700000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CA,Oakland,Slipstream,web,closed,6/1/2010,5/1/2013,8/31/2010,8/31/2010,0.2493,0.2493,0,0.7781,1,1,20000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
CA,Fremont,HipLogic,mobile,acquired,1/1/2005,,2/8/2008,12/2/2009,3.1041,4.9205,5.0027,8.3534,10,2,11500000,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,1
CA,Petaluma,Dilithium Networks,mobile,closed,1/1/2001,10/1/2012,4/23/2003,6/3/2010,2.3068,9.4247,4.4986,11.4164,12,7,98170000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,5.2,1,0
CA,San Francisco,Yobongo,web,acquired,1/1/2010,,3/23/2011,3/23/2011,1.2219,1.2219,0.7479,2.6849,2,1,1350000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,1
IL,Chicago,Brickfish,software,acquired,11/1/2005,,7/16/2010,7/16/2010,4.7068,4.7068,2.989,6.863,17,1,940261,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
MA,Boston,MyEnergy,web,acquired,6/4/2007,,2/1/2009,2/3/2011,1.6658,3.6712,3.6658,3.6712,12,2,4000000,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,1
CA,Sunnyvale,LikeList,web,closed,1/1/2008,12/6/2012,12/15/2009,12/15/2009,1.9562,1.9562,1.0027,1.0027,5,1,5000000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
VA,Arlington,Social Collective,web,closed,4/17/2009,3/6/2012,4/18/2009,4/18/2009,0.0027,0.0027,0.5836,0.5836,3,1,20000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
WA,Seattle,Pure Networks,network_hosting,acquired,1/1/2002,,1/11/2006,1/11/2006,4.0301,4.0301,3.0027,3.0027,5,1,12500000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,1
CO,Centennial,Internet Pawn,finance,closed,1/1/2009,3/1/2013,5/5/2010,8/27/2013,1.3397,4.6548,1.3589,1.3753,0,5,7228704,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,1,0
IL,Chicago,NeuroTherapeutics Pharma,biotech,closed,1/1/2006,6/1/2013,5/20/2010,12/15/2011,4.3836,5.9562,5.4986,5.4986,5,2,55000000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4,1,0
CA,San Mateo,Provade,enterprise,acquired,1/1/2004,,1/23/2006,8/11/2010,2.063,6.6137,3.055353048,4.754422568,5,4,15180000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1
CA,San Jose,Infineta Systems,software,closed,1/1/2008,1/1/2012,5/7/2010,6/6/2011,2.3479,3.4301,2.3562,4.0027,4,2,30000000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,0
TX,Austin,Challenge Games,network_hosting,acquired,1/1/2006,,7/10/2008,9/1/2008,2.5233,2.6685,3.0027,4.4247,11,2,14500000,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.5,1,1
CA,San Francisco,Crowd Factory,advertising,acquired,1/1/2009,,1/26/2011,1/26/2011,2.0685,2.0685,2.5808,4.3671,6,1,6500000,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,1
TN,Memphis,Friendsignia,web,closed,1/29/2012,6/1/2013,1/29/2012,1/29/2012,0,0,0,0,2,1,15000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
NY,New York,Vizibility,mobile,acquired,7/1/2009,,3/24/2010,2/6/2013,0.7288,3.6055,1.589,4.1041,5,5,4705910,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,1
CA,Burlingame,OpenFeint,games_video,acquired,1/1/2008,,10/21/2010,10/21/2010,2.8055,2.8055,3.0027,4.6493,6,1,3000000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
NY,New York,Tumblr,web,acquired,2/1/2007,,10/31/2007,1/1/2012,0.7452,4.9178,3.0438,6.8411,30,6,125250000,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3.5,1,1
NY,New York,Hotlist,social,closed,1/1/2008,5/1/2013,5/1/2008,1/1/2012,0.3315,4.0027,2.3644,3.6685,8,4,1449998,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0
MA,Cambridge,Crashlytics,mobile,acquired,2/1/2011,,10/13/2011,4/10/2012,0.6959,1.189,0.663,2.6247,5,2,6000000,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,6,1,1
MN,Plymouth,BridgePoint Medical,medical,acquired,1/1/2005,,1/23/2007,3/25/2011,2.0603,6.2301,3.055353048,4.754422568,7,3,28200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,3,1,1
CA,San Francisco,Recurve,software,acquired,8/1/2005,,9/23/2008,6/17/2010,3.1479,4.8795,5.0027,5.0027,5,2,14000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1
TX,Austin,Conformity,enterprise,closed,7/1/2007,1/1/2009,1/28/2009,1/28/2009,1.5808,1.5808,2.2521,2.5342,14,1,3000000,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
WA,Seattle,Moprise,enterprise,closed,1/1/2010,7/1/2013,7/8/2011,10/7/2011,1.5151,1.7644,0.7479,0.7479,6,2,2238055,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
CA,San Francisco,Plizy,photo_video,closed,9/1/2010,6/1/2013,5/19/2011,12/13/2012,0.7123,2.2849,1.9507,2.2822,5,2,5200000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0
PA,Conshohocken,ShopRunner,ecommerce,acquired,1/1/2010,,8/19/2013,8/19/2013,3.6329,3.6329,1.1479,3.7781,4,1,75000000,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
MA,Needham,RatePoint,software,closed,9/1/2006,2/2/2012,1/29/2007,8/20/2010,0.411,3.9699,4.2521,5.7671,13,4,24500000,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.5,1,0
CA,Newport Beach,Digital Performance,advertising,closed,1/1/2002,10/1/2012,11/27/2006,2/5/2010,4.9068,8.1014,3.055353048,4.754422568,3,3,4476171,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,1,0
TX,Austin,Gowalla,web,acquired,8/28/2007,,2/27/2008,1/28/2010,0.5014,2.4219,2.8192,5.8849,21,3,10400001,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,1
CO,Longmont,Copan Systems,network_hosting,acquired,1/1/2002,,3/8/2006,2/17/2009,4.1836,7.1342,5.0027,5.0027,8,3,68400000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,6.5,1,1
CA,Redwood City,Replay Solutions,software,acquired,1/1/2004,,12/5/2006,8/18/2008,2.9288,4.6329,3.055353048,4.754422568,13,2,15200000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1
NY,New York,Turf Geography Club,mobile,closed,1/1/2011,2/1/2013,8/15/2011,8/2/2012,0.6192,1.5863,3.055353048,4.754422568,2,2,890000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0
CA,San Francisco,skyrockit,mobile,closed,1/1/2001,4/1/2012,7/12/2011,7/12/2011,10.5315,10.5315,3.055353048,4.754422568,0,1,2600000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
IL,Naperville,Cartavi,enterprise,acquired,1/1/2009,,11/13/2012,11/13/2012,3.8685,3.8685,3.8301,4.0877,7,1,1226270,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
CA,Pasadena,Cramster,web,acquired,1/1/2002,,9/25/2008,4/14/2010,6.737,8.2877,6.7534,6.7534,5,2,9000000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
CA,San Jose,Certify Data Systems,enterprise,acquired,1/1/2004,,8/25/2008,2/15/2012,4.6521,8.1288,6.0055,6.0055,4,4,7210210,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
CA,San Francisco,Wheelz,automotive,acquired,1/1/2011,,9/28/2011,2/22/2012,0.7397,1.1425,0.5808,0.5808,15,2,15700000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,1
MA,Waltham,CentrePath,software,acquired,1/1/2000,,9/6/2005,4/24/2006,5.6849,6.3151,5.0055,5.0055,4,2,15050000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.5,1,1
CA,San Francisco,VoxPop Network Corporation,games_video,acquired,8/1/2006,,5/1/2007,5/1/2009,0.7479,2.7507,1.5836,4.5315,5,2,3500000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1
CA,Milpitas,OpVista,software,closed,1/1/2000,8/1/2009,6/22/2006,5/7/2007,6.4767,7.3507,5.0055,5.0055,2,2,43000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
CA,San Francisco,Metaweb Technologies,web,acquired,1/1/2005,,3/1/2006,1/15/2008,1.1616,3.0384,3.2658,5.5397,7,2,57000000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.5,1,1
CA,San Francisco,DocVerse,web,acquired,9/1/2007,,7/23/2008,7/23/2008,0.8932,0.8932,0.8329,4.2137,8,1,1300000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1
CA,San Diego,Veoh,games_video,acquired,1/1/2004,,7/1/2005,6/3/2008,1.4986,4.4247,4.0877,9.737,15,4,69750000,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,5,1,1
MA,Boston,BzzAgent,advertising,acquired,1/1/2001,,1/1/2004,1/1/2006,3,5.0027,9.6247,10.3945,16,2,14500000,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,1,1
CA,Mountain View,Hammerhead Systems,hardware,closed,1/1/2002,3/23/2009,1/31/2006,8/1/2007,4.0849,5.5836,3.055353048,4.754422568,2,2,48000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6,1,0
PA,Pittsburgh,ThermalTherapeuticSystems,medical,closed,6/1/2006,3/13/2013,12/1/2009,11/9/2011,3.5041,5.4438,3.055353048,4.754422568,3,2,3508462,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,1,0
CA,San Mateo,GuardianEdge Technologies,software,acquired,1/1/2002,,6/6/2005,7/23/2007,3.4301,5.5589,7.8384,7.8384,10,3,19500000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.3333,1,1
CA,Santa Monica,Gradient X,mobile,acquired,1/1/2012,,6/20/2012,6/20/2012,0.4685,0.4685,1.1041,1.6795,5,1,3750000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1
IL,Warrenville,ezzai - how to arabia,web,closed,8/1/2010,8/1/2011,8/1/2010,8/1/2010,0,0,3.055353048,4.754422568,1,1,45000000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
NC,Raleigh,rPath,enterprise,closed,4/1/2005,5/1/2013,1/24/2006,10/22/2010,0.8164,5.5616,4.5562,7.9863,8,4,32500000,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2.75,1,0
PA,Berwyn,Boomi,enterprise,acquired,3/1/2000,,1/1/2002,7/1/2008,1.8384,8.3397,5.674,13.5562,4,2,4900000,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1.5,1,1
CA,Sunnyvale,VoloMedia,advertising,closed,1/1/2005,2/3/2011,4/20/2007,3/18/2008,2.2986,3.211,3.5945,4.5753,4,2,12000000,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,0
CA,San Francisco,Flixster,web,acquired,1/20/2006,,2/1/2006,4/4/2008,0.0329,2.2055,4.5151,6.9123,12,3,7175000,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2.6667,1,1
CA,San Francisco,Wesabe,web,closed,12/1/2005,6/30/2010,2/1/2007,6/1/2007,1.1699,1.4986,0.0849,5.3863,3,2,4700000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.5,1,0
CA,Morgan Hill,OfferLounge,public_relations,closed,1/1/2008,5/1/2010,1/1/2008,1/1/2008,0,0,3.055353048,4.754422568,3,1,120000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0
CA,Mountain View,NeoEdge Networks,advertising,acquired,5/2/2002,,6/8/2007,12/20/2010,5.1041,8.6411,5.6712,6.8986,10,3,10000000,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.6667,0,1
TX,Austin,SemiSouth Laboratories,semiconductor,closed,7/1/2000,6/1/2013,6/14/2005,10/22/2010,4.9562,10.3151,3.055353048,4.754422568,0,4,39000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,0,0
MA,Marlborough,Camiant,software,acquired,1/1/2003,,3/29/2005,1/11/2007,2.2411,4.0301,3.055353048,4.754422568,3,2,16100000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.5,1,1
CA,San Francisco,NuConomy,advertising,acquired,1/1/2006,,4/1/2007,2/1/2008,1.2466,2.0849,2.4986,5.3233,4,2,3300000,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,1,1
CA,San Francisco,Flowtown,analytics,acquired,2/1/2009,,8/25/2010,8/25/2010,1.5616,1.5616,1.2438,1.7726,6,1,750000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,1,1
GA,Atlanta,GlobalCrypto,software,closed,6/1/2006,7/6/2012,11/11/2008,11/11/2008,2.4493,2.4493,3.055353048,4.754422568,0,2,1000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0
NY,New York,Bioenvision,biotech,closed,1/1/1996,8/13/2009,4/30/2007,4/30/2007,11.3342,11.3342,3.055353048,4.754422568,3,1,7410000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0
CA,San Jose,Teranetics,semiconductor,acquired,1/1/2000,,11/21/2006,5/27/2010,6.8932,10.4082,3.055353048,4.754422568,5,3,52800000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,5.3333,1,1
CA,Playa Vista,WebVisible,software,closed,1/1/2001,10/1/2011,9/1/2005,2/11/2010,4.6685,9.1178,9.7534,12.8027,33,3,37000000,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.3333,1,0
